CryptoID,crypto_type,minable,BTC_price_change_1_day,price_btc,USD_price_change_1_day,price_usd,trade_date
17,0,1,0,1,0.02109772,703.23,11/4/2016
17,0,1,0,1,0.000270182,703.42,11/5/2016
17,0,1,0,1,0.011515169,711.52,11/6/2016
17,0,1,0,1,-0.011791657,703.13,11/7/2016
17,0,1,0,1,0.009557265,709.85,11/8/2016
17,0,1,0,1,0.018905403,723.27,11/9/2016
17,0,1,0,1,-0.010701398,715.53,11/10/2016
17,0,1,0,1,0.001229858,716.41,11/11/2016
17,0,1,0,1,-0.015856842,705.05,11/12/2016
17,0,1,0,1,-0.004283384,702.03,11/13/2016
17,0,1,0,1,0.004259077,705.02,11/14/2016
17,0,1,0,1,0.009361437,711.62,11/15/2016
17,0,1,0,1,0.045782862,744.2,11/16/2016
17,0,1,0,1,-0.004326794,740.98,11/17/2016
17,0,1,0,1,0.014318875,751.59,11/18/2016
17,0,1,0,1,3.99E-05,751.62,11/19/2016
17,0,1,0,1,-0.027394162,731.03,11/20/2016
17,0,1,0,1,0.011244409,739.25,11/21/2016
17,0,1,0,1,0.01636794,751.35,11/22/2016
17,0,1,0,1,-0.008997138,744.59,11/23/2016
17,0,1,0,1,-0.00577499,740.29,11/24/2016
17,0,1,0,1,0.001837118,741.65,11/25/2016
17,0,1,0,1,-0.008454123,735.38,11/26/2016
17,0,1,0,1,-0.004555468,732.03,11/27/2016
17,0,1,0,1,0.005163723,735.81,11/28/2016
17,0,1,0,1,-0.0002854,735.6,11/29/2016
17,0,1,0,1,0.013716694,745.69,11/30/2016
17,0,1,0,1,0.014858721,756.77,12/1/2016
17,0,1,0,1,0.027974153,777.94,12/2/2016
17,0,1,0,1,-0.008715325,771.16,12/3/2016
17,0,1,0,1,0.003514186,773.87,12/4/2016
17,0,1,0,1,-0.019602776,758.7,12/5/2016
17,0,1,0,1,0.007275603,764.22,12/6/2016
17,0,1,0,1,0.005116328,768.13,12/7/2016
17,0,1,0,1,0.003488993,770.81,12/8/2016
17,0,1,0,1,0.002568726,772.79,12/9/2016
17,0,1,0,1,0.002406863,774.65,12/10/2016
17,0,1,0,1,-0.006351255,769.73,12/11/2016
17,0,1,0,1,0.013459265,780.09,12/12/2016
17,0,1,0,1,0.000602495,780.56,12/13/2016
17,0,1,0,1,0.001178641,781.48,12/14/2016
17,0,1,0,1,-0.004337923,778.09,12/15/2016
17,0,1,0,1,0.008765053,784.91,12/16/2016
17,0,1,0,1,0.007542266,790.83,12/17/2016
17,0,1,0,1,-0.000379348,790.53,12/18/2016
17,0,1,0,1,0.002757644,792.71,12/19/2016
17,0,1,0,1,0.010306417,800.88,12/20/2016
17,0,1,0,1,0.041704125,834.28,12/21/2016
17,0,1,0,1,0.036270796,864.54,12/22/2016
17,0,1,0,1,0.066439957,921.98,12/23/2016
17,0,1,0,1,-0.025119851,898.82,12/24/2016
17,0,1,0,1,-0.002937184,896.18,12/25/2016
17,0,1,0,1,0.012754134,907.61,12/26/2016
17,0,1,0,1,0.02819493,933.2,12/27/2016
17,0,1,0,1,0.045777968,975.92,12/28/2016
17,0,1,0,1,-0.002479711,973.5,12/29/2016
17,0,1,0,1,-0.012593734,961.24,12/30/2016
17,0,1,0,1,0.002600807,963.74,12/31/2016
17,0,1,0,1,0.035891423,998.33,1/1/2017
17,0,1,0,1,0.023459177,1021.75,1/2/2017
17,0,1,0,1,0.02161977,1043.84,1/3/2017
17,0,1,0,1,0.106232756,1154.73,1/4/2017
17,0,1,0,1,-0.122409568,1013.38,1/5/2017
17,0,1,0,1,-0.109712053,902.2,1/6/2017
17,0,1,0,1,0.007082687,908.59,1/7/2017
17,0,1,0,1,0.002872583,911.2,1/8/2017
17,0,1,0,1,-0.009185689,902.83,1/9/2017
17,0,1,0,1,0.005371997,907.68,1/10/2017
17,0,1,0,1,-0.143134144,777.76,1/11/2017
17,0,1,0,1,0.034805081,804.83,1/12/2017
17,0,1,0,1,0.023793845,823.98,1/13/2017
17,0,1,0,1,-0.006759873,818.41,1/14/2017
17,0,1,0,1,0.004142178,821.8,1/15/2017
17,0,1,0,1,0.011839864,831.53,1/16/2017
17,0,1,0,1,0.091890852,907.94,1/17/2017
17,0,1,0,1,-0.023481728,886.62,1/18/2017
17,0,1,0,1,0.014042092,899.07,1/19/2017
17,0,1,0,1,-0.004493532,895.03,1/20/2017
17,0,1,0,1,0.029898439,921.79,1/21/2017
17,0,1,0,1,0.003124356,924.67,1/22/2017
17,0,1,0,1,-0.003958169,921.01,1/23/2017
17,0,1,0,1,-0.030748852,892.69,1/24/2017
17,0,1,0,1,0.009913856,901.54,1/25/2017
17,0,1,0,1,0.017802871,917.59,1/26/2017
17,0,1,0,1,0.002353993,919.75,1/27/2017
17,0,1,0,1,0.002000544,921.59,1/28/2017
17,0,1,0,1,-0.00226782,919.5,1/29/2017
17,0,1,0,1,0.000957042,920.38,1/30/2017
17,0,1,0,1,0.054347117,970.4,1/31/2017
17,0,1,0,1,0.019187964,989.02,2/1/2017
17,0,1,0,1,0.023032901,1011.8,2/2/2017
17,0,1,0,1,0.017898794,1029.91,2/3/2017
17,0,1,0,1,0.012612753,1042.9,2/4/2017
17,0,1,0,1,-0.014919935,1027.34,2/5/2017
17,0,1,0,1,0.01052232,1038.15,2/6/2017
17,0,1,0,1,0.022347445,1061.35,2/7/2017
17,0,1,0,1,0.001620578,1063.07,2/8/2017
